# sim/spectral_table.csv -- the committed spectral basis for Q4 (northstar design §8, M1a0).
# Generated by tools/make_spectral_table.py; do not hand-edit.
# producer_commit: 5246a509ff21492c30ba97a51bc5832cc763dba6
# quadrature: trapezoid
# formatter: %.10e , newline \n
# grid: ASTM G173-03 native, 2002 rows, 280-4000 nm
# source: ASTMG173.csv  md5 b31870bd3500b58414100af7e4b0e04c  size 57708 B  pvlib-python commit 2d0ed71e1308293b3081979404f8e90f2f2dde1e
# source: iop2008.dat  md5 cf5f76d58a31aa5f994fa038c390a856  size 16514 B  Warren & Brandt 2008, IOP_2008_ASCIItable.dat
# k_per_m: 4*pi*m_im/lambda, m_im log-space interpolated over 250-4200 nm
# E_AM0: ASTM column 2 (extraterrestrial), W m^-2 nm^-1
# n_ph: E_AM0*lambda/(h c), h 6.62607015e-34 J s, c 299792458.0 m/s
lambda_nm,k_per_m,E_AM0,n_ph
1.1280000000e+03,2.2213611695e+01,5.6829000000e-01,3.2270253815e+18
1.1290000000e+03,2.2448649107e+01,5.6837000000e-01,3.2303409010e+18
1.1300000000e+03,2.2686191198e+01,5.6401000000e-01,3.2084000563e+18
1.1310000000e+03,2.2889307921e+01,5.6800000000e-01,3.2339567559e+18
1.1320000000e+03,2.3094261268e+01,5.7000000000e-01,3.2482133740e+18
1.1330000000e+03,2.3301067973e+01,5.6186000000e-01,3.2046550763e+18
1.1340000000e+03,2.3509744925e+01,5.6346000000e-01,3.2166174462e+18
1.1350000000e+03,2.3720309167e+01,5.6250000000e-01,3.2139687961e+18
1.1360000000e+03,2.3932777899e+01,5.6481000000e-01,3.2300108140e+18
1.1370000000e+03,2.4147168477e+01,5.5197000000e-01,3.1593606629e+18
1.1380000000e+03,2.4363498419e+01,5.4400000000e-01,3.1164806117e+18
1.1390000000e+03,2.4581785402e+01,5.5300000000e-01,3.1708239000e+18
1.1400000000e+03,2.4802047265e+01,5.5573000000e-01,3.1892749441e+18
1.1410000000e+03,2.4824015522e+01,5.4303000000e-01,3.1191246807e+18
1.1420000000e+03,2.4846022322e+01,5.5531000000e-01,3.1924555996e+18
1.1430000000e+03,2.4868067700e+01,5.4960000000e-01,3.1623957821e+18
1.1440000000e+03,2.4890151690e+01,5.4501000000e-01,3.1387285878e+18
1.1450000000e+03,2.4912274327e+01,5.5001000000e-01,3.1702925490e+18
1.1460000000e+03,2.4934435645e+01,5.5407000000e-01,3.1964838997e+18
1.1470000000e+03,2.4956635681e+01,5.5408000000e-01,3.1993308940e+18
1.1480000000e+03,2.4978874468e+01,5.5032000000e-01,3.1803905338e+18
1.1490000000e+03,2.5001152043e+01,5.4788000000e-01,3.1690474610e+18
1.1500000000e+03,2.5023468441e+01,5.4623000000e-01,3.1622533166e+18
1.1510000000e+03,2.5720169887e+01,5.4531000000e-01,3.1596723754e+18
1.1520000000e+03,2.6436288794e+01,5.4170000000e-01,3.1414820482e+18
1.1530000000e+03,2.7172366859e+01,5.4308000000e-01,3.1522190134e+18
1.1540000000e+03,2.7928960901e+01,5.4651000000e-01,3.1748790823e+18
1.1550000000e+03,2.8706643290e+01,5.4731000000e-01,3.1822818011e+18
1.1560000000e+03,2.9506002375e+01,5.4022000000e-01,3.1437772026e+18
1.1570000000e+03,3.0327642939e+01,5.4370000000e-01,3.1667658987e+18
1.1580000000e+03,3.1172186649e+01,5.4334000000e-01,3.1674043253e+18
1.1590000000e+03,3.2040272535e+01,5.3548000000e-01,3.1242800692e+18
1.1600000000e+03,3.2932557472e+01,5.2928000000e-01,3.0907703716e+18
1.1610000000e+03,3.3681931786e+01,5.1899000000e-01,3.0332937987e+18
1.1620000000e+03,3.4448383531e+01,5.3336000000e-01,3.1199658313e+18
1.1630000000e+03,3.5232302421e+01,5.3708000000e-01,3.1444302282e+18
1.1640000000e+03,3.6034087071e+01,5.2684000000e-01,3.0871305039e+18
1.1650000000e+03,3.6854145207e+01,5.3482000000e-01,3.1365833494e+18
1.1660000000e+03,3.7692893870e+01,5.2227000000e-01,3.0656099576e+18
1.1670000000e+03,3.8550759631e+01,5.2984000000e-01,3.1127114679e+18
1.1680000000e+03,3.9428178811e+01,5.3415000000e-01,3.1407208898e+18
1.1690000000e+03,4.0325597700e+01,5.1640000000e-01,3.0389532029e+18
1.1700000000e+03,4.1243472786e+01,5.2875000000e-01,3.1142932881e+18
1.1710000000e+03,4.2111713095e+01,5.3074000000e-01,3.1286860287e+18
1.1720000000e+03,4.2998262593e+01,5.3063000000e-01,3.1307088374e+18
1.1730000000e+03,4.3903507983e+01,5.2686000000e-01,3.1111181701e+18
1.1740000000e+03,4.4827844146e+01,5.2760000000e-01,3.1181438838e+18
1.1750000000e+03,4.5771674318e+01,5.1852000000e-01,3.0670908941e+18
1.1760000000e+03,4.6735410262e+01,5.1036000000e-01,3.0213929961e+18
1.1770000000e+03,4.7719472452e+01,5.2296000000e-01,3.0986191634e+18
1.1780000000e+03,4.8724290257e+01,5.1703000000e-01,3.0660857823e+18
1.1790000000e+03,4.9750302127e+01,5.1504000000e-01,3.0568774770e+18
1.1800000000e+03,5.0797955789e+01,5.2199000000e-01,3.1007550384e+18
1.1810000000e+03,5.1721219455e+01,5.1843000000e-01,3.0822175585e+18
1.1820000000e+03,5.2661301391e+01,5.1743000000e-01,3.0788770698e+18
1.1830000000e+03,5.3618508581e+01,4.8821000000e-01,2.9074662565e+18
1.1840000000e+03,5.4593153621e+01,5.1098000000e-01,3.0456421343e+18
1.1850000000e+03,5.5585554824e+01,5.1605000000e-01,3.0784591878e+18
1.1860000000e+03,5.6596036326e+01,5.1519000000e-01,3.0759224461e+18
1.1870000000e+03,5.7624928187e+01,5.1455000000e-01,3.0746916550e+18
1.1880000000e+03,5.8672566507e+01,5.1012000000e-01,3.0507882096e+18
1.1890000000e+03,5.9739293531e+01,4.8402000000e-01,2.8971329771e+18
1.1900000000e+03,6.0825457764e+01,5.0583000000e-01,3.0302245482e+18
1.1910000000e+03,6.1709295683e+01,5.1354000000e-01,3.0789972845e+18
1.1920000000e+03,6.2606020543e+01,5.1175000000e-01,3.0708413109e+18
1.1930000000e+03,6.3515820808e+01,5.1064000000e-01,3.0667511919e+18
1.1940000000e+03,6.4438887705e+01,5.1127000000e-01,3.0731085763e+18
1.1950000000e+03,6.5375415266e+01,5.0592000000e-01,3.0434980034e+18
1.1960000000e+03,6.6325600369e+01,5.0561000000e-01,3.0441784145e+18
1.1970000000e+03,6.7289642778e+01,5.0286000000e-01,3.0301526610e+18
1.1980000000e+03,6.8267745187e+01,4.9217000000e-01,2.9682140990e+18
1.1990000000e+03,6.9260113261e+01,4.7434000000e-01,2.8630715403e+18
1.2000000000e+03,7.0266955685e+01,5.0005000000e-01,3.0207719875e+18
1.2010000000e+03,7.2022619688e+01,5.0579000000e-01,3.0579931883e+18
1.2020000000e+03,7.3822201239e+01,5.0705000000e-01,3.0681636643e+18
1.2030000000e+03,7.5666800114e+01,4.8836000000e-01,2.9575287838e+18
1.2040000000e+03,7.7557543662e+01,4.8696000000e-01,2.9515017381e+18
1.2050000000e+03,7.9495587487e+01,5.0195000000e-01,3.0448841473e+18
1.2060000000e+03,8.1482116164e+01,4.9869000000e-01,3.0276190908e+18
1.2070000000e+03,8.3518343967e+01,5.0143000000e-01,3.0467782840e+18
1.2080000000e+03,8.5605515605e+01,4.8962000000e-01,2.9774834178e+18
1.2090000000e+03,8.7744906998e+01,4.6636000000e-01,2.8383821183e+18
1.2100000000e+03,8.9937826050e+01,4.9225000000e-01,2.9984330953e+18
1.2110000000e+03,9.1346485095e+01,4.7909000000e-01,2.9206836316e+18
1.2120000000e+03,9.2777270649e+01,4.9064000000e-01,2.9935660107e+18
1.2130000000e+03,9.4230531146e+01,4.9190000000e-01,3.0037299927e+18
1.2140000000e+03,9.5706620519e+01,4.8932000000e-01,2.9904388175e+18
1.2150000000e+03,9.7205898289e+01,4.9044000000e-01,2.9997525372e+18
1.2160000000e+03,9.8728729650e+01,4.8878000000e-01,2.9920598030e+18
1.2170000000e+03,1.0027548556e+02,4.8764000000e-01,2.9875361458e+18
1.2180000000e+03,1.0184654284e+02,4.8599000000e-01,2.9798739184e+18
1.2190000000e+03,1.0344228424e+02,4.8234000000e-01,2.9599219021e+18
1.2200000000e+03,1.0506309858e+02,4.8433000000e-01,2.9745718861e+18
1.2210000000e+03,1.0605769863e+02,4.8343000000e-01,2.9714780691e+18
1.2220000000e+03,1.0706178606e+02,4.8133000000e-01,2.9609931622e+18
1.2230000000e+03,1.0807545193e+02,4.7600000000e-01,2.9306008916e+18
1.2240000000e+03,1.0909878818e+02,4.8224000000e-01,2.9714465052e+18
1.2250000000e+03,1.1013188762e+02,4.7925000000e-01,2.9554354471e+18
1.2260000000e+03,1.1117484398e+02,4.8026000000e-01,2.9640815927e+18
1.2270000000e+03,1.1222775187e+02,4.6841000000e-01,2.8933034743e+18
1.2280000000e+03,1.1329070682e+02,4.7443000000e-01,2.9328765136e+18
1.2290000000e+03,1.1436380529e+02,4.7725000000e-01,2.9527119901e+18
1.2300000000e+03,1.1544714467e+02,4.7502000000e-01,2.9413064439e+18
1.2310000000e+03,1.1624074729e+02,4.7425000000e-01,2.9389260618e+18
1.2320000000e+03,1.1703988250e+02,4.6896000000e-01,2.9085047444e+18
1.2330000000e+03,1.1784458927e+02,4.7118000000e-01,2.9246452296e+18
1.2340000000e+03,1.1865490684e+02,4.6946000000e-01,2.9163323929e+18
1.2350000000e+03,1.1947087474e+02,4.6644000000e-01,2.8999199647e+18
1.2360000000e+03,1.2029253276e+02,4.6863000000e-01,2.9158946262e+18
1.2370000000e+03,1.2111992101e+02,4.6790000000e-01,2.9137079066e+18
1.2380000000e+03,1.2195307983e+02,4.6748000000e-01,2.9134458305e+18
1.2390000000e+03,1.2279204991e+02,4.6235000000e-01,2.8838019820e+18
1.2400000000e+03,1.2363687217e+02,4.5968000000e-01,2.8694625527e+18
1.2410000000e+03,1.2422840269e+02,4.6439000000e-01,2.9012016005e+18
1.2420000000e+03,1.2482284438e+02,4.6169000000e-01,2.8866579874e+18
1.2430000000e+03,1.2542021183e+02,4.5655000000e-01,2.8568191172e+18
1.2440000000e+03,1.2602051967e+02,4.5535000000e-01,2.8516025139e+18
1.2450000000e+03,1.2662378264e+02,4.5600000000e-01,2.8579686577e+18
1.2460000000e+03,1.2723001552e+02,4.5875000000e-01,2.8775136153e+18
1.2470000000e+03,1.2783923318e+02,4.5775000000e-01,2.8735454729e+18
1.2480000000e+03,1.2845145058e+02,4.6076000000e-01,2.8947603980e+18
1.2490000000e+03,1.2906668273e+02,4.6013000000e-01,2.8931187222e+18
1.2500000000e+03,1.2968494474e+02,4.5860000000e-01,2.8858073223e+18
1.2510000000e+03,1.2987952353e+02,4.5638000000e-01,2.8741351190e+18
1.2520000000e+03,1.3007447738e+02,4.5195000000e-01,2.8485115663e+18
1.2530000000e+03,1.3026980696e+02,4.5371000000e-01,2.8618883719e+18
1.2540000000e+03,1.3046551297e+02,4.5358000000e-01,2.8633517393e+18
1.2550000000e+03,1.3066159608e+02,4.5304000000e-01,2.8622234930e+18
1.2560000000e+03,1.3085805698e+02,4.5192000000e-01,2.8574225568e+18
1.2570000000e+03,1.3105489634e+02,4.4880000000e-01,2.8399545750e+18
1.2580000000e+03,1.3125211487e+02,4.5116000000e-01,2.8571595745e+18
1.2590000000e+03,1.3144971324e+02,4.4797000000e-01,2.8392126972e+18
1.2600000000e+03,1.3164769215e+02,4.5018000000e-01,2.8554858314e+18
1.2610000000e+03,1.3183924047e+02,4.4925000000e-01,2.8518484305e+18
1.2620000000e+03,1.3203115053e+02,4.4252000000e-01,2.8113539465e+18
1.2630000000e+03,1.3222342296e+02,4.4825000000e-01,2.8500134950e+18
1.2640000000e+03,1.3241605840e+02,4.4198000000e-01,2.8123732544e+18
1.2650000000e+03,1.3260905749e+02,4.4267000000e-01,2.8189922619e+18
1.2660000000e+03,1.3280242087e+02,4.4615000000e-01,2.8433994210e+18
1.2670000000e+03,1.3299614919e+02,4.3912000000e-01,2.8008064655e+18
1.2680000000e+03,1.3319024307e+02,4.3594000000e-01,2.7827182805e+18
1.2690000000e+03,1.3338470318e+02,4.4042000000e-01,2.8135324101e+18
1.2700000000e+03,1.3357953015e+02,4.4212000000e-01,2.8266181934e+18
1.2710000000e+03,1.3327536151e+02,4.4290000000e-01,2.8338345995e+18
1.2720000000e+03,1.3297196778e+02,4.4130000000e-01,2.8258187757e+18
1.2730000000e+03,1.3266934671e+02,4.4084000000e-01,2.8250924533e+18
1.2740000000e+03,1.3236749604e+02,4.3807000000e-01,2.8095463966e+18
1.2750000000e+03,1.3206641351e+02,4.4072000000e-01,2.8287607134e+18
1.2760000000e+03,1.3176609687e+02,4.4192000000e-01,2.8386875885e+18
1.2770000000e+03,1.3146654390e+02,4.4188000000e-01,2.8406551227e+18
1.2780000000e+03,1.3116775235e+02,4.4074000000e-01,2.8355452930e+18
1.2790000000e+03,1.3086972001e+02,4.3795000000e-01,2.8198002376e+18
1.2800000000e+03,1.3057244466e+02,4.3543000000e-01,2.8057668826e+18
1.2810000000e+03,1.3037208294e+02,4.2267000000e-01,2.7256734335e+18
1.2820000000e+03,1.3017210800e+02,3.7589000000e-01,2.4258953662e+18
1.2830000000e+03,1.2997251888e+02,4.1159000000e-01,2.6583657848e+18
1.2840000000e+03,1.2977331462e+02,4.2667000000e-01,2.7579119664e+18
1.2850000000e+03,1.2957449426e+02,4.2909000000e-01,2.7757144652e+18
1.2860000000e+03,1.2937605687e+02,4.2878000000e-01,2.7758676534e+18
1.2870000000e+03,1.2917800148e+02,4.3036000000e-01,2.7882628565e+18
1.2880000000e+03,1.2898032715e+02,4.2684000000e-01,2.7676058626e+18
1.2890000000e+03,1.2878303294e+02,4.2755000000e-01,2.7743617981e+18
1.2900000000e+03,1.2858611791e+02,4.1851000000e-01,2.7178082808e+18
1.2910000000e+03,1.2848651596e+02,4.2159000000e-01,2.7399321660e+18
1.2920000000e+03,1.2838706820e+02,4.2278000000e-01,2.7497943527e+18
1.2930000000e+03,1.2828777425e+02,4.2261000000e-01,2.7508161274e+18
1.2940000000e+03,1.2818863378e+02,4.1615000000e-01,2.7108622068e+18
1.2950000000e+03,1.2808964642e+02,4.1944000000e-01,2.7344052598e+18
1.2960000000e+03,1.2799081181e+02,4.1979000000e-01,2.7388002449e+18
1.2970000000e+03,1.2789212961e+02,4.1718000000e-01,2.7238721763e+18
1.2980000000e+03,1.2779359947e+02,4.1263000000e-01,2.6962413200e+18
1.2990000000e+03,1.2769522102e+02,4.1701000000e-01,2.7269607578e+18
1.3000000000e+03,1.2759699393e+02,4.1537000000e-01,2.7183272983e+18
1.3010000000e+03,1.2740199688e+02,4.1404000000e-01,2.7117076363e+18
1.3020000000e+03,1.2720737298e+02,4.0955000000e-01,2.6843626172e+18
1.3030000000e+03,1.2701312132e+02,4.0768000000e-01,2.6741581609e+18
1.3040000000e+03,1.2681924099e+02,4.0632000000e-01,2.6672827658e+18
1.3050000000e+03,1.2662573107e+02,4.1028000000e-01,2.6953435357e+18
1.3060000000e+03,1.2643259067e+02,4.1039000000e-01,2.6981321342e+18
1.3070000000e+03,1.2623981888e+02,4.0958000000e-01,2.6948686171e+18
1.3080000000e+03,1.2604741479e+02,4.0873000000e-01,2.6913335598e+18
1.3090000000e+03,1.2585537751e+02,4.0907000000e-01,2.6956316381e+18
1.3100000000e+03,1.2566370614e+02,4.0714000000e-01,2.6849631873e+18
1.3110000000e+03,1.2566337846e+02,4.0611000000e-01,2.6802150589e+18
1.3120000000e+03,1.2566312389e+02,4.0315000000e-01,2.6627093716e+18
1.3130000000e+03,1.2566294233e+02,3.9084000000e-01,2.5833722986e+18
1.3140000000e+03,1.2566283365e+02,4.0271000000e-01,2.6638578550e+18
1.3150000000e+03,1.2566279776e+02,3.9162000000e-01,2.5924708602e+18
1.3160000000e+03,1.2566283454e+02,3.9421000000e-01,2.6116008052e+18
1.3170000000e+03,1.2566294387e+02,4.0116000000e-01,2.6596633283e+18
1.3180000000e+03,1.2566312566e+02,3.9547000000e-01,2.6239298601e+18
1.3190000000e+03,1.2566337979e+02,4.0093000000e-01,2.6621751008e+18
1.3200000000e+03,1.2566370614e+02,3.9875000000e-01,2.6497072553e+18
1.3210000000e+03,1.2556857843e+02,3.9545000000e-01,2.6297693850e+18
1.3220000000e+03,1.2547359464e+02,3.9538000000e-01,2.6312942692e+18
1.3230000000e+03,1.2537875443e+02,3.9502000000e-01,2.6308870092e+18
1.3240000000e+03,1.2528405748e+02,3.9516000000e-01,2.6338087097e+18
1.3250000000e+03,1.2518950348e+02,3.9369000000e-01,2.6259927907e+18
1.3260000000e+03,1.2509509209e+02,3.9229000000e-01,2.6186293381e+18
1.3270000000e+03,1.2500082299e+02,3.8877000000e-01,2.5970896118e+18
1.3280000000e+03,1.2490669587e+02,3.9062000000e-01,2.6114145429e+18
1.3290000000e+03,1.2481271039e+02,3.7950000000e-01,2.5389843785e+18
1.3300000000e+03,1.2471886625e+02,3.8548000000e-01,2.5809331684e+18
1.3310000000e+03,1.2481271389e+02,3.8765000000e-01,2.5974136075e+18
1.3320000000e+03,1.2490670266e+02,3.7850000000e-01,2.5380102769e+18
1.3330000000e+03,1.2500083266e+02,3.8699000000e-01,2.5968876430e+18
1.3340000000e+03,1.2509510400e+02,3.8684000000e-01,2.5978284691e+18
1.3350000000e+03,1.2518951678e+02,3.8563000000e-01,2.5916440065e+18
1.3360000000e+03,1.2528407112e+02,3.8231000000e-01,2.5712563882e+18
1.3370000000e+03,1.2537876711e+02,3.8285000000e-01,2.5768155128e+18
1.3380000000e+03,1.2547360488e+02,3.8094000000e-01,2.5658777367e+18
1.3390000000e+03,1.2556858452e+02,3.7570000000e-01,2.5324742589e+18
1.3400000000e+03,1.2566370614e+02,3.7439000000e-01,2.5255286883e+18
1.3410000000e+03,1.2603085563e+02,3.8168000000e-01,2.5766263810e+18
1.3420000000e+03,1.2639914810e+02,3.8020000000e-01,2.5685492417e+18
1.3430000000e+03,1.2676858721e+02,3.7977000000e-01,2.5675560608e+18
1.3440000000e+03,1.2713917659e+02,3.7986000000e-01,2.5700767940e+18
1.3450000000e+03,1.2751091993e+02,3.7953000000e-01,2.5697546609e+18
1.3460000000e+03,1.2788382091e+02,3.7554000000e-01,2.5446293348e+18
1.3470000000e+03,1.2825788321e+02,3.7760000000e-01,2.5604886142e+18
1.3480000000e+03,1.2863311055e+02,3.7664000000e-01,2.5558749471e+18
1.3490000000e+03,1.2900950664e+02,3.7550000000e-01,2.5500292302e+18
1.3500000000e+03,1.2938707521e+02,3.7081000000e-01,2.5200460320e+18
1.3510000000e+03,1.2956767617e+02,3.7167000000e-01,2.5277616714e+18
1.3520000000e+03,1.2974860031e+02,3.7533000000e-01,2.5545431212e+18
1.3530000000e+03,1.2992984816e+02,3.7401000000e-01,2.5474418453e+18
1.3540000000e+03,1.3011142027e+02,3.7294000000e-01,2.5420313279e+18
1.3550000000e+03,1.3029331720e+02,3.6827000000e-01,2.5120536168e+18
1.3560000000e+03,1.3047553948e+02,3.6876000000e-01,2.5172523993e+18
1.3570000000e+03,1.3065808767e+02,3.6439000000e-01,2.4892560158e+18
1.3580000000e+03,1.3084096232e+02,3.6997000000e-01,2.5292371206e+18
1.3590000000e+03,1.3102416397e+02,3.6903000000e-01,2.5246687102e+18
1.3600000000e+03,1.3120769318e+02,3.6464000000e-01,2.4964707607e+18
1.3610000000e+03,1.3165501907e+02,3.7027000000e-01,2.5368799667e+18
1.3620000000e+03,1.3210394134e+02,3.6936000000e-01,2.5325045643e+18
1.3630000000e+03,1.3255446581e+02,3.6185000000e-01,2.4828340940e+18
1.3640000000e+03,1.3300659835e+02,3.6683000000e-01,2.5188510334e+18
1.3650000000e+03,1.3346034480e+02,3.6629000000e-01,2.5169870510e+18
1.3660000000e+03,1.3391571106e+02,3.6592000000e-01,2.5162866544e+18
1.3670000000e+03,1.3437270305e+02,3.6242000000e-01,2.4940430076e+18
1.3680000000e+03,1.3483132669e+02,3.6557000000e-01,2.5175604872e+18
1.3690000000e+03,1.3529158794e+02,3.5886000000e-01,2.4731574648e+18
1.3700000000e+03,1.3575349277e+02,3.5912000000e-01,2.4767571602e+18
1.3710000000e+03,1.3654432717e+02,3.5949000000e-01,2.4811186684e+18
1.3720000000e+03,1.3733984166e+02,3.6313000000e-01,2.5080691639e+18
1.3730000000e+03,1.3814006424e+02,3.6294000000e-01,2.5085839526e+18
1.3740000000e+03,1.3894502310e+02,3.6291000000e-01,2.5102035286e+18
1.3750000000e+03,1.3975474658e+02,3.5749000000e-01,2.4745137061e+18
1.3760000000e+03,1.4056926320e+02,3.5350000000e-01,2.4486748443e+18
1.3770000000e+03,1.4138860164e+02,3.5790000000e-01,2.4809551100e+18
1.3780000000e+03,1.4221279078e+02,3.5652000000e-01,2.4731837429e+18
1.3790000000e+03,1.4304185965e+02,3.6035000000e-01,2.5015665452e+18
1.3800000000e+03,1.4387583747e+02,3.5682000000e-01,2.4788573936e+18
1.3810000000e+03,1.4516519056e+02,3.5784000000e-01,2.4877448244e+18
1.3820000000e+03,1.4646617507e+02,3.5274000000e-01,2.4540647722e+18
1.3830000000e+03,1.4777889650e+02,3.5376000000e-01,2.4629419334e+18
1.3840000000e+03,1.4910346132e+02,3.5594000000e-01,2.4799113363e+18
1.3850000000e+03,1.5043997696e+02,3.5242000000e-01,2.4571608546e+18
1.3860000000e+03,1.5178855183e+02,3.5493000000e-01,2.4764479647e+18
1.3870000000e+03,1.5314929532e+02,3.5136000000e-01,2.4533078425e+18
1.3880000000e+03,1.5452231783e+02,3.5277000000e-01,2.4649287985e+18
1.3890000000e+03,1.5590773076e+02,3.5406000000e-01,2.4757248642e+18
1.3900000000e+03,1.5730564654e+02,3.4736000000e-01,2.4306245160e+18
1.3910000000e+03,1.5923684951e+02,3.5242000000e-01,2.4678055948e+18
1.3920000000e+03,1.6119184470e+02,3.5179000000e-01,2.4651649993e+18
1.3930000000e+03,1.6317092611e+02,3.5008000000e-01,2.4549445345e+18
1.3940000000e+03,1.6517439142e+02,3.4760000000e-01,2.4393033329e+18
1.3950000000e+03,1.6720254196e+02,3.4754000000e-01,2.4406318363e+18
1.3960000000e+03,1.6925568282e+02,3.4943000000e-01,2.4556636077e+18
1.3970000000e+03,1.7133412287e+02,3.4932000000e-01,2.4566490863e+18
1.3980000000e+03,1.7343817478e+02,3.4952000000e-01,2.4598151429e+18
1.3990000000e+03,1.7556815513e+02,3.4886000000e-01,2.4569264661e+18
1.4000000000e+03,1.7772438440e+02,3.3896000000e-01,2.3889098124e+18
1.4010000000e+03,1.8769447401e+02,3.3929000000e-01,2.3929435997e+18
1.4020000000e+03,1.9822397270e+02,3.4411000000e-01,2.4286703726e+18
1.4030000000e+03,2.0934427373e+02,3.4014000000e-01,2.4023630862e+18
1.4040000000e+03,2.2108853238e+02,3.4106000000e-01,2.4105778583e+18
1.4050000000e+03,2.3349176491e+02,3.4012000000e-01,2.4056462364e+18
1.4060000000e+03,2.4659095300e+02,3.4164000000e-01,2.4181169513e+18
1.4070000000e+03,2.6042515413e+02,3.4085000000e-01,2.4142412353e+18
1.4080000000e+03,2.7503561803e+02,3.4007000000e-01,2.4104284457e+18
1.4090000000e+03,2.9046590986e+02,3.4118000000e-01,2.4200137057e+18
1.4100000000e+03,3.0676204010e+02,3.4046000000e-01,2.4166206105e+18
1.4110000000e+03,3.2383961030e+02,3.3767000000e-01,2.3985167695e+18
1.4120000000e+03,3.4186806763e+02,3.2920000000e-01,2.3400104177e+18
1.4130000000e+03,3.6090036725e+02,3.3290000000e-01,2.3679865137e+18
1.4140000000e+03,3.8099241389e+02,3.3704000000e-01,2.3991318882e+18
1.4150000000e+03,4.0220322618e+02,3.3707000000e-01,2.4010422851e+18
1.4160000000e+03,4.2459511016e+02,3.3503000000e-01,2.3881973843e+18
1.4170000000e+03,4.4823384238e+02,3.3748000000e-01,2.4073606551e+18
1.4180000000e+03,4.7318886324e+02,3.3773000000e-01,2.4108441631e+18
1.4190000000e+03,4.9953348114e+02,3.3391000000e-01,2.3852565037e+18
1.4200000000e+03,5.2734508796e+02,3.3270000000e-01,2.3782878265e+18
1.4210000000e+03,5.5650765734e+02,3.3594000000e-01,2.4031399511e+18
1.4220000000e+03,5.8728322899e+02,3.2875000000e-01,2.3533613983e+18
1.4230000000e+03,6.1976103486e+02,3.2884000000e-01,2.3556610834e+18
1.4240000000e+03,6.5403524408e+02,3.2772000000e-01,2.3492876905e+18
1.4250000000e+03,6.9020523620e+02,3.3256000000e-01,2.3856577731e+18
1.4260000000e+03,7.2837588951e+02,3.2306000000e-01,2.3191347418e+18
1.4270000000e+03,7.6865788536e+02,3.2745000000e-01,2.3522974377e+18
1.4280000000e+03,8.1116802928e+02,3.3036000000e-01,2.3748650299e+18
1.4290000000e+03,8.5602958993e+02,3.2347000000e-01,2.3269631454e+18
1.4300000000e+03,9.0337265675e+02,3.2277000000e-01,2.3235523804e+18
1.4310000000e+03,9.3849930120e+02,3.2421000000e-01,2.3355507442e+18
1.4320000000e+03,9.7499228241e+02,3.3114000000e-01,2.3871402198e+18
1.4330000000e+03,1.0129047652e+03,3.3067000000e-01,2.3854166893e+18
1.4340000000e+03,1.0522919838e+03,3.2509000000e-01,2.3467997294e+18
1.4350000000e+03,1.0932113221e+03,3.2731000000e-01,2.3644734555e+18
1.4360000000e+03,1.1357223980e+03,3.2662000000e-01,2.3611331681e+18
1.4370000000e+03,1.1798871497e+03,3.2786000000e-01,2.3717476029e+18
1.4380000000e+03,1.2257699263e+03,3.2601000000e-01,2.3600058281e+18
1.4390000000e+03,1.2734375820e+03,3.2856000000e-01,2.3801194394e+18
1.4400000000e+03,1.3229595730e+03,3.1269000000e-01,2.2667297897e+18
1.4410000000e+03,1.3656318023e+03,3.1695000000e-01,2.2992066376e+18
1.4420000000e+03,1.4096811087e+03,3.1584000000e-01,2.2927444932e+18
1.4430000000e+03,1.4551519527e+03,3.1780000000e-01,2.3085723598e+18
1.4440000000e+03,1.5020902312e+03,3.1911000000e-01,2.3196949383e+18
1.4450000000e+03,1.5505433233e+03,3.1929000000e-01,2.3226107489e+18
1.4460000000e+03,1.6005601387e+03,3.2135000000e-01,2.3392135171e+18
1.4470000000e+03,1.6521911671e+03,3.1760000000e-01,2.3135148554e+18
1.4480000000e+03,1.7054885288e+03,3.2096000000e-01,2.3396060775e+18
1.4490000000e+03,1.7605060281e+03,3.2026000000e-01,2.3361157231e+18
1.4500000000e+03,1.8196488754e+03,3.1774000000e-01,2.3193332873e+18
1.4510000000e+03,1.8807794758e+03,3.1367000000e-01,2.2912034998e+18
1.4520000000e+03,1.9439646651e+03,3.1355000000e-01,2.2919054066e+18
1.4530000000e+03,2.0092735274e+03,3.1539000000e-01,2.3069426652e+18
1.4540000000e+03,2.0767774706e+03,3.1282000000e-01,2.2897189891e+18
1.4550000000e+03,2.1465503047e+03,3.1210000000e-01,2.2860200210e+18
1.4560000000e+03,2.2186683227e+03,3.0956000000e-01,2.2689737975e+18
1.4570000000e+03,2.2932103837e+03,3.1241000000e-01,2.2914360760e+18
1.4580000000e+03,2.3702580000e+03,3.1612000000e-01,2.3202392270e+18
1.4590000000e+03,2.4498954259e+03,3.1746000000e-01,2.3316726118e+18
1.4600000000e+03,2.5322097498e+03,3.1367000000e-01,2.3054149619e+18
1.4610000000e+03,2.6013730745e+03,3.1308000000e-01,2.3026546551e+18
1.4620000000e+03,2.6724267387e+03,3.1018000000e-01,2.2828870889e+18
1.4630000000e+03,2.7454224404e+03,3.0823000000e-01,2.2700869917e+18
1.4640000000e+03,2.8204132929e+03,3.0820000000e-01,2.2714175590e+18
1.4650000000e+03,2.8974538624e+03,3.1158000000e-01,2.2978965088e+18
